task_id,task_name,concept,execution_stream,phase,start,finish,critical,implementation_readiness,quality_score,implementation_summary,linked_playbooks,task_specific_tests,implementation_steps,authorizations,procurement_actions,long_lead_items,decision_points,field_lab_vendor_activities,contingencies,implementation_records,open_decisions,first_hold_point
D-5.j,"Drills, Exercises & Corrective Action",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,EP,2028-01-01,2029-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Drills, Exercises & Corrective Action between 2028-01-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,1,1,3,1,3,5,3,HP-I1 implementation authorization
D-7.e,Inservice Testing (IST) - ASME OM,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Operations Programs,2029-04-01,2029-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Inservice Testing (IST) - ASME OM between 2029-04-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,6,5,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-7.h,Training & SAT (Operations and Support),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Operations Programs,2029-04-01,2030-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Training & SAT (Operations and Support) between 2029-04-01 and 2030-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01,,5,4,2,1,3,1,3,5,3,HP-I1 implementation authorization
D-13.e,"Gate Checklists, Evidence Binders & Walkdowns",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2029-07-01,2029-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Gate Checklists, Evidence Binders & Walkdowns between 2029-07-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Fuel/Materials Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01,,6,6,5,2,3,4,3,5,5,HP-I1 implementation authorization
D-13.b,Construction Readiness Review (CRR),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2029-07-01,2029-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Construction Readiness Review (CRR) between 2029-07-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,6,5,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-13.c,Fuel Load Readiness Review (FLRR),Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2030-01-01,2030-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Fuel Load Readiness Review (FLRR) between 2030-01-01 and 2030-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-STARTUP-01; PB-TEST-01,,6,6,5,1,3,4,3,5,5,HP-I1 implementation authorization
D-13.f,"Exercises, Drills & Demonstrations",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2028-01-01,2028-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Exercises, Drills & Demonstrations between 2028-01-01 and 2028-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,5,2,1,3,3,3,5,4,HP-I1 implementation authorization
D-13.d,Operational Readiness Review (ORR) / Startup Readiness,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2030-01-01,2030-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Operational Readiness Review (ORR) / Startup Readiness between 2030-01-01 and 2030-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01,,6,5,5,1,3,4,3,5,3,HP-I1 implementation authorization
D-DEMO-07,"Fabrication, Assembly and Installation",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2028-01-01,2028-11-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Fabrication, Assembly and Installation between 2028-01-01 and 2028-11-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Construction Manager; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-13.i,"Readiness Boards, Minutes & Closeout",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Readiness,2030-04-01,2030-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Readiness Boards, Minutes & Closeout between 2030-04-01 and 2030-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,6,5,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-DEMO-09,"Spares, Consumables and Decommissioning Set-Aside",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2028-10-01,2028-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Spares, Consumables and Decommissioning Set-Aside between 2028-10-01 and 2028-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Procurement/Supply Chain; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,5,4,1,1,3,1,3,5,3,HP-I1 implementation authorization
D-DEMO-08,"Commissioning, Startup and Acceptance Testing",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Demonstrator Direct Demonstrator,2028-07-01,2028-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Commissioning, Startup and Acceptance Testing between 2028-07-01 and 2028-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-EXP-01,Power-reactor evidence matrix and demonstrator experiment program requirements,Demonstrator,4 - Demonstrator experimental campaign and power-reactor data,Demonstrator Test Definition,2026-10-01,2026-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Power-reactor evidence matrix and demonstrator experiment program requirements between 2026-10-01 and 2026-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Chief Technology Officer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01,,5,3,1,1,3,1,3,5,3,HP-I1 implementation authorization
